X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38
-1.51453557032780	-1.33243801929170	-1.45443627570098	-1.36806404651562	-1.36504489623825	-1.01198574318905	-1.30312770596383	-1.23907933238328	-1.5206913772731	-1.02988850476942	-1.13382931513463	-0.736434170735205	-1.28595140097733	-1.36057565176833	0.180672912708279	-1.40432618964840	-1.65120342614847	-1.03276720668440	-1.08532305137394	-1.71537188908607	-0.728093491618155	-0.85283961326796	-1.01676817915861	-1.51387676254021	-1.14030438410614	-1.12541374979228	-0.943993652027644	-1.27027950671079	-0.992623256453798	-0.729403761157559	0.866353822230007	-0.595449780005173	-1.40332569278228	-0.827037204284726	-1.16384266292075	-1.08625918591451	-1.45251194913673	0.972883067570116
-0.785982023132547	-1.19936812137873	-0.147303653536096	-0.969440401548846	-1.18349751044662	-0.562429730455017	-1.30312770596383	-0.486421296355583	-1.07831694139457	-0.672039874464294	-1.13382931513463	-0.736434170735205	-0.686586441656509	-0.793022359005547	0.407282791285204	-1.27715499163978	-0.81237793284133	-1.03276720668440	-0.877846537302989	-0.444538953516465	-0.728093491618155	-0.85283961326796	-1.01676817915861	-1.14921230935973	-0.560456346151232	-1.12541374979228	-0.943993652027644	-0.76527308521654	-0.992623256453798	-0.68825461153486	0.48379479809768	-0.413787834979481	-1.15225884150447	-0.827037204284726	-0.932645565095513	-1.08625918591451	-1.26637425266846	0.856637745340775
0.461050100080326	-0.0184445111725768	0.824062767535583	-0.0736470500585964	0.0727626195646722	0.113946955690539	-0.139674060456930	0.162613240332475	0.240336017903262	0.44126296133392	-0.315695314986214	-0.39541845676028	0.462925477725379	1.13162565127178	1.06216584118729	0.380501588410315	0.148247941102457	0.445858716139782	0.0892099040906561	1.11508696699227	0.299247946507758	-0.517580380887271	0.478011839202836	0.270865998153609	0.668761392024785	0.270744478388395	0.19604293116176	-0.148906373212510	0.0579412041122672	0.270294094456727	0.922799113767936	0.397902934681285	0.285191737138822	-0.252217832864996	-0.0527869721351909	-0.230826793865636	0.0504005873323501	1.53161490071761
3.22468877983653	0.296150343164971	1.98166927488324	2.16249088875871	0.96540295742546	1.95042407112181	3.0939861828483	1.68911755033787	2.72825914827757	-1.02988850476942	0.595661102737343	2.86236163308378	-1.28595140097733	0.678742785048812	2.24758136688513	-1.40432618964840	-1.65120342614847	0.858598047499874	-1.08532305137394	-1.71537188908607	-0.728093491618155	3.14816666075865	3.241092021824	-1.51387676254021	2.35757264875780	-1.12541374979228	2.14433833237486	0.0936995695995861	1.46862410676553	0.0888717123066939	1.30290593384492	0.500568923195998	0.73588822025785	0.387960533697886	-1.16384266292075	2.47562588143249	2.10009320342607	0.594531492903573
2.84328363309623	-1.20713073750606	1.50934701981940	1.48111571774436	1.65441968328645	1.62153645032692	2.77179124091487	0.94540057509453	2.22087072510219	-1.02988850476942	-0.967538499927142	2.30846009065442	-1.28595140097733	0.265935177112837	2.26559271694976	-1.40432618964840	-1.65120342614847	0.960879067938639	-1.08532305137394	-1.71537188908607	-0.728093491618155	3.00718811581735	3.241092021824	-1.51387676254021	1.80163171272997	-1.12541374979228	1.66003318742214	-1.27027950671079	1.2971478397535	-1.15003099976141	1.02687860738874	0.127775904049566	0.0484904166744213	-0.827037204284726	-1.16384266292075	1.80089245893037	1.1802018351716	-1.45274622564971
2.71711281019723	1.10623119664539	1.60752643947852	1.58449357361962	-0.314592586936287	1.51663079097654	3.0939861828483	0.805563632151497	2.78879702404856	-1.02988850476942	1.15983975389136	2.50494203354819	-1.28595140097733	1.36361899147223	1.47690784704455	-1.40432618964840	-1.65120342614847	-0.136210351516405	-1.08532305137394	-1.71537188908607	-0.728093491618155	2.78321744662964	2.40198084890158	-1.51387676254021	2.22935856824638	-1.12541374979228	1.35095874187939	-1.15978171007987	0.768009469245317	-1.36737983178623	0.542834123185942	1.18695477622638	1.32322768900783	-0.827037204284726	-1.16384266292075	1.56460164474725	0.897643381637926	-0.563650251329818
3.25927455480031	3.21784387124971	2.87333619499283	3.18459670271279	3.1882097804547	3.02395830732441	2.81574055577832	2.27322271183103	2.90916098580118	3.11414701009204	3.11033033486964	3.39700577106846	2.72605896230109	3.3216396457785	2.97306522649865	3.14132472999493	2.71711330323215	3.49792539954943	3.24935496697677	2.38982812890975	-0.263610683699607	3.03332297227478	3.241092021824	2.96318862466454	3.40739278038628	2.51585664999144	2.29207635628098	3.00967898318242	2.74379178240543	2.83701554691709	2.94860235426587	2.86914146352775	3.18623573521127	3.25323878639793	2.7460123894803	2.92691083380144	3.08207374918338	2.65454135400095
2.97010672438006	3.07002113050611	2.87333619499283	2.94294751445153	3.2114023803857	3.02395830732441	2.85371766674763	1.73652828200996	2.88403576611331	3.11414701009204	3.11033033486964	3.39700577106846	2.69186939561689	3.03098019439442	2.86648519972001	3.32119155895145	2.53885675354983	3.49792539954943	3.35931134481231	2.23594942904674	-0.728093491618155	2.87189430617735	3.241092021824	2.87296582222647	3.40571107715805	2.74031165153276	2.08648112531424	2.8886555321678	2.41651361184753	2.83701554691709	2.89753588877042	2.8194624189526	2.95958955344949	3.32218559193206	2.65569489569474	2.90921914920558	2.85860316408509	2.52402738514564
3.315890584984	3.21784387124971	2.87333619499283	3.23499308501069	3.2685007892476	3.02395830732441	2.95165003123730	2.80779690887744	2.90916098580118	3.11414701009204	3.11033033486964	3.13957535810298	2.9616319181868	3.3216396457785	2.97306522649865	3.40212463761281	2.66144876977514	3.49792539954943	3.01876309565684	2.22621285275130	0.552522315446022	2.65763814169488	3.241092021824	2.9603436614715	2.84018823761235	2.65261099558159	2.4391560224778	2.81455286499633	2.65974428316369	2.83701554691709	2.94860235426587	2.79960347521400	3.16946436348561	2.79985454041063	2.7460123894803	2.92691083380144	3.11085280001663	2.65454135400095
3.315890584984	3.21784387124971	2.87333619499283	3.2481630448032	3.2685007892476	3.02395830732441	3.03552505547884	2.80779690887744	2.90916098580118	3.11414701009204	3.11033033486964	3.39700577106846	3.04044898863583	3.3216396457785	2.97306522649865	3.52145029804892	2.71711330323215	3.49792539954943	3.31543776475954	2.58550762427369	-0.728093491618155	2.85784967749724	3.241092021824	3.28995428956866	3.21995431430337	3.24433508514296	2.63766552782538	2.98562088820645	2.89993012994284	2.83701554691709	2.94860235426587	2.82962814795287	3.18623573521127	3.11918630812193	2.7460123894803	2.92691083380144	3.11085280001663	2.65454135400095
